,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
100197,gdb_100198,CCC(O)(C=O)C1CN1,2.33309,1.29268,1.06284,3.6033,74.95,-0.248,-0.0319,0.2162,1232.8695,0.168076,-440.263139,-440.252912,-440.251968,-440.298508,36.781,-1861.4960358651,-1872.853321256,-1884.115225279,-1727.185892032
101704,gdb_101705,CC(CO)CC1CC1O,3.39029,0.71551,0.65757,1.0073,82.61,-0.2528,0.0787,0.3315,1772.4853,0.203676,-425.403678,-425.39286,-425.391916,-425.440151,39.523,-2097.9470746461,-2111.599787959,-2124.640679997,-1944.58136501
102392,gdb_102393,COC(CO)(CO)C#C,1.88202,1.46575,1.10158,2.4902,73.53,-0.2519,0.0248,0.2767,1202.4405,0.155722,-460.099735,-460.089182,-460.088238,-460.135306,38.082,-1771.2294937241,-1781.493658437,-1792.162566455,-1643.7836708421
103798,gdb_103799,CC1(C[NH3+])NC1C([O-])=O,3.58445,0.95048,0.87192,19.6654,84.52,-0.1527,-0.0511,0.1015,1365.1554,0.158211,-456.253273,-456.243563,-456.242619,-456.288278,35.266,-1706.700860727,-1717.4933880181,-1728.1622960361,-1578.5396775851
104808,gdb_104809,COC1(CO)CN=CO1,2.3743,1.52833,1.23345,1.7661,67.17,-0.2582,0.0139,0.2721,1078.4809,0.147086,-476.224104,-476.215224,-476.214279,-476.25781,32.428,-1700.6679892011,-1711.092796218,-1721.168080722,-1578.429236001
105064,gdb_105065,OCC1(CO1)C1(O)CC1,2.74271,1.27677,1.12096,1.2492,70.41,-0.2604,0.0607,0.3211,1161.0216,0.157204,-460.115922,-460.106721,-460.105776,-460.149792,35.013,-1781.3869819071,-1792.499538788,-1803.167819297,-1652.873766216
106792,gdb_106793,COC12CC1(C)CC=C2,2.48955,1.5732,1.16744,0.928,84.09,-0.2248,0.0204,0.2452,1148.766,0.181527,-387.081071,-387.072019,-387.071075,-387.1144,34.809,-2032.5267513601,-2045.511167588,-2057.366067616,-1890.815138872
107325,gdb_107326,CCC12CC1C=CC2C,2.41255,1.49801,1.13775,0.2608,90.07,-0.2223,0.0231,0.2454,1202.3115,0.206103,-351.163094,-351.15398,-351.153035,-351.196567,35.879,-2220.330154916,-2235.0533985831,-2248.093663112,-2065.5939656241
108795,gdb_108796,CC1C=C(CO)CC1=O,3.16472,1.04045,0.82033,3.2713,78.58,-0.2371,-0.0141,0.223,1393.89,0.157524,-423.057704,-423.048224,-423.04728,-423.092559,34.266,-1881.5305157081,-1892.4686250871,-1903.137533105,-1753.8914200541
109589,gdb_109590,COC1C(C)C(C)C1O,1.94269,1.56229,1.11328,1.2596,81.58,-0.2382,0.0622,0.3004,1238.518,0.204208,-425.409095,-425.398736,-425.397792,-425.444016,38.58,-2101.346290899,-2115.2870308431,-2128.327922881,-1947.006687295
110514,gdb_110515,COC1C2C3N2CC13C,2.61011,1.54725,1.2327,2.0049,78.68,-0.2341,0.0818,0.3158,1107.2188,0.170381,-403.075151,-403.066638,-403.065693,-403.108266,32.432,-1880.2077267361,-1892.6411900621,-1903.902466576,-1744.739201289
111618,gdb_111619,OCC1C2CC3CC3C12,2.9617,1.21882,1.14736,1.1847,81.1,-0.2406,0.0709,0.3115,1183.7693,0.184475,-387.052926,-387.044771,-387.043827,-387.085664,32.468,-2014.8655105551,-2028.4128023561,-2040.267702384,-1872.783040248
112607,gdb_112608,OCC1CC(O)(C1)C=O,4.02963,0.82626,0.79696,2.9846,73.27,-0.2646,-0.0344,0.2302,1467.1473,0.157037,-460.156383,-460.146938,-460.145994,-460.191008,34.779,-1806.7766235561,-1817.736068241,-1828.404976259,-1678.7371771601
113461,gdb_113462,CCC1OC11CC2OC12,4.43949,0.9403,0.93033,0.6525,75.96,-0.252,0.075,0.327,1349.8566,0.157467,-422.965935,-422.957399,-422.956455,-422.999465,32.193,-1823.9446422871,-1835.475120162,-1846.14402818,-1695.474097208
114554,gdb_114555,COC1CC2CC1(O)C2,2.62942,1.49587,1.16883,2.0048,78.44,-0.2469,0.0858,0.3327,1137.5975,0.183362,-424.20984,-424.201432,-424.200487,-424.242545,33.376,-1976.6546050181,-1990.042509533,-2001.896782052,-1834.295403242
115138,gdb_115139,OCC1CNC(=O)C1=O,3.0229,1.2928,0.94035,5.1715,66.16,-0.2444,-0.0754,0.169,1181.6101,0.125349,-475.069603,-475.061368,-475.060424,-475.103011,30.173,-1604.059841106,-1613.11228594,-1622.002205943,-1495.005051996
116891,gdb_116892,CCCC#CC(C)CC,3.9437,0.50865,0.46473,0.208,100.4,-0.2379,0.062,0.2999,2508.1059,0.226417,-352.350214,-352.338199,-352.337255,-352.389748,42.1,-2337.407019082,-2352.0869646281,-2366.313848676,-2173.1032000671
117083,gdb_117084,CCOC(=O)C(C)(C)C,2.7827,0.97906,0.87199,1.8864,82.88,-0.2596,0.0203,0.2799,1503.5934,0.202055,-425.481987,-425.470567,-425.469623,-425.52001,40.657,-2147.0866769271,-2160.3616298221,-2173.40252186,-1994.693606241
118295,gdb_118296,CCOC(C)COC=O,2.0152,1.0413,0.78916,4.7052,76.96,-0.2645,0.0163,0.2808,1533.4188,0.179198,-461.383766,-461.372936,-461.371992,-461.421082,37.226,-1949.1188825891,-1960.986332797,-1972.841232825,-1809.39710114
119305,gdb_119306,OCCC1(CCO1)C#C,2.24509,1.18612,0.91221,0.8511,77.56,-0.2536,0.0241,0.2777,1335.4299,0.156684,-422.963618,-422.953751,-422.952807,-422.999068,35.462,-1822.4907039341,-1833.18596733,-1843.854875348,-1695.2249761351
120423,gdb_120424,OCCC1OC(=O)C1O,3.14525,0.89965,0.78118,2.0226,64.98,-0.2691,-0.0068,0.2623,1441.6092,0.134108,-496.109795,-496.100252,-496.099307,-496.145192,33.096,-1641.2090014151,-1650.3292172211,-1659.8115057201,-1526.768930067
121253,gdb_121254,CCCC1CCC2OC12,3.899,0.86444,0.77819,1.7955,85.33,-0.2537,0.0884,0.3421,1569.3674,0.206641,-388.297646,-388.288538,-388.287594,-388.33191,34.665,-2168.0868931211,-2182.8132743331,-2195.854166371,-2013.5910397761
122794,gdb_122795,CCOCCC(=O)C=O,4.37518,0.58241,0.52062,1.3028,74.66,-0.2543,-0.0969,0.1574,2068.6103,0.154804,-460.175542,-460.164845,-460.163901,-460.213465,35.544,-1818.7990684871,-1828.972871904,-1839.641779922,-1692.829146773
123428,gdb_123429,C(C1CN1)C1=CN=NO1,5.36144,0.92088,0.81822,4.1197,70.68,-0.264,-0.038,0.2261,1342.6392,0.124958,-434.015426,-434.007662,-434.006717,-434.048906,28.164,-1545.864028937,-1555.21203051,-1564.101323004,-1436.750253981
124947,gdb_124948,CC1=C(C=NN1)C1CN1,2.8743,1.36574,0.97945,3.5563,78.04,-0.2334,0.0178,0.2512,1194.1349,0.150008,-398.125874,-398.11742,-398.116476,-398.159992,30.753,-1751.504375818,-1762.197129178,-1772.273041191,-1629.676013504
125243,gdb_125244,Cc1cc(n[nH]1)CC#N,3.9908,0.95331,0.81052,5.2611,75.94,-0.2477,0.0079,0.2556,1380.8348,0.125505,-396.977561,-396.968897,-396.967953,-397.012577,30.412,-1658.779253415,-1667.5631243971,-1676.4530444,-1550.8853559551
126172,gdb_126173,CCC(O)C1=CNN=N1,4.05063,0.94871,0.88001,4.3791,73.91,-0.2564,-0.0094,0.2471,1362.3119,0.148455,-435.2685,-435.259674,-435.25873,-435.303045,32.075,-1704.3276216891,-1714.786314192,-1724.862226205,-1582.511182046
127329,gdb_127330,CC(=O)c1ncn(n1)C,4.23086,1.10079,0.8831,5.0497,73.78,-0.2432,-0.0438,0.1994,1283.2541,0.12435,-434.114414,-434.105677,-434.104733,-434.14879,30.149,-1607.979889829,-1616.717325145,-1625.607245148,-1499.428362937
128970,gdb_128971,c1c2cnncc2n[nH]1,4.22123,1.65608,1.18944,6.3141,72.34,-0.2306,-0.0613,0.1693,928.6839,0.094294,-411.805425,-411.799658,-411.798714,-411.835532,22.924,-1402.500812761,-1410.436291575,-1417.547223563,-1311.274809359
129825,gdb_129826,c1c(=O)c(n[nH]c1N)N,3.29727,1.39624,0.98265,5.0263,74.41,-0.1998,-0.0133,0.1865,1124.8445,0.115103,-450.167608,-450.159515,-450.15857,-450.199721,31.525,-1492.755432231,-1501.00780309,-1509.304099579,-1389.161226439
130146,gdb_130147,C(C#N)c1[nH]nc(n1)N,6.11876,0.93178,0.81345,2.3419,67.98,-0.2235,0.0035,0.227,1306.4793,0.103461,-429.092649,-429.084618,-429.083674,-429.126142,28.95,-1433.789666519,-1441.192390192,-1448.896318185,-1337.694820786
131246,gdb_131247,c1c(nc2n1nno2)O,5.62619,1.35961,1.095,1.8338,60.45,-0.2333,-0.0649,0.1683,965.4469,0.067089,-484.819793,-484.813603,-484.812659,-484.850287,23.803,-1138.507776461,-1144.399458462,-1150.32439844,-1060.38353347
132578,gdb_132579,Cc1cc(c(cn1)O)F,3.16581,1.32841,0.94119,1.8938,72.06,-0.2314,-0.0189,0.2125,1169.3795,0.112214,-461.976004,-461.967997,-461.967053,-462.009324,29.659,-1585.441649076,-1593.7492407271,-1602.0461647251,-1483.360367483
133834,gdb_133835,OC12C3C1C1=NC2CN31,3.08253,2.06785,1.96278,2.5282,68.86,-0.2042,-0.0779,0.1264,774.4374,0.113135,-416.644949,-416.638857,-416.637913,-416.674828,26.158,-1462.333168402,-1471.842439788,-1480.139363786,-1357.953321342
65,gdb_66,CC(O)C#C,8.55919,3.89952,2.91869,1.3582,44.03,-0.2665,0.0336,0.3001,444.6452,0.088908,-231.108368,-231.102292,-231.101348,-231.137061,21.306,-1038.566928067,-1044.530773603,-1050.458223617,-970.567542791
194,gdb_195,c1cc(oc1)N,9.03471,3.7,2.63327,1.5774,48.3,-0.1844,0.0397,0.2241,472.7151,0.086472,-285.313612,-285.308395,-285.307451,-285.341898,19.374,-1114.907162971,-1121.410038738,-1127.336861243,-1043.902637094
228,gdb_229,CCC(C)(C)O,4.5327,2.58644,2.52034,1.3435,59.74,-0.2601,0.0658,0.3259,660.7696,0.163685,-272.84753,-272.839427,-272.838483,-272.878675,29.948,-1597.521824835,-1608.434206345,-1618.512000885,-1481.821087906
320,gdb_321,C#CC(=O)C#C,6.57168,2.87944,2.00217,3.1111,50.23,-0.28,-0.0898,0.1902,559.9421,0.04691,-266.763445,-266.757444,-266.7565,-266.792861,20.497,-918.96183014,-922.307708128,-926.455542618,-869.03093901
482,gdb_483,OC12CC1OC2,6.50004,3.85598,3.01225,2.2569,45.92,-0.2318,0.0706,0.3024,464.135,0.095993,-306.309029,-306.303682,-306.302738,-306.337396,20.187,-1123.959607805,-1131.269460146,-1137.789278656,-1046.372512518
553,gdb_554,C1CC(C1)C#N,9.7226,2.37649,2.09674,4.1766,54.24,-0.3085,0.0282,0.3367,599.6434,0.109648,-249.362379,-249.35669,-249.355746,-249.391553,20.406,-1281.842127223,-1289.826551739,-1296.939366254,-1198.279891238
639,gdb_640,C1CC2(C1)CC2,7.19567,2.94512,2.66214,0.1291,60.62,-0.2618,0.0944,0.3562,568.3062,0.143903,-234.472577,-234.4667,-234.465756,-234.50179,22.515,-1499.253915435,-1509.786654,-1518.67845653,-1395.967816562
768,gdb_769,c1(n[nH]nn1)N,10.01649,3.90958,2.81885,2.3205,40.14,-0.2385,-0.0191,0.2194,425.7517,0.064539,-313.573888,-313.56915,-313.568206,-313.6017,16.955,-820.149242928,-825.173707491,-829.914537986,-761.241835553
871,gdb_872,c1cc([nH]c1N)N,6.57421,2.07019,1.59473,0.3173,60.48,-0.171,0.0618,0.2327,748.8092,0.115679,-320.781098,-320.773963,-320.773018,-320.812029,26.191,-1343.193054644,-1351.158026381,-1358.862581883,-1250.990019729
910,gdb_911,c1coccc1=O,5.89605,2.71273,1.85792,3.7714,54.33,-0.2372,-0.0374,0.1998,617.7884,0.080615,-343.296547,-343.291344,-343.2904,-343.325521,19.508,-1212.621609433,-1219.133897835,-1225.060092831,-1139.659255476
1035,gdb_1036,c1cn(cn1)C=O,8.34961,2.15952,1.71576,2.9341,53.77,-0.2518,-0.0549,0.1969,659.4371,0.080507,-339.486095,-339.4806,-339.479656,-339.51549,19.54,-1170.689575526,-1177.018003791,-1182.944198787,-1097.631212692
1117,gdb_1118,C(C(=O)N)C(=O)N,5.24232,1.81227,1.43005,3.3056,51.31,-0.2438,0.0098,0.2536,801.7128,0.101907,-377.848074,-377.840535,-377.839591,-377.880298,26.616,-1260.81618316,-1267.638461008,-1274.750648014,-1175.906057843
1263,gdb_1264,C(C#CC(=O)N)O,8.30661,1.07623,0.95855,5.3033,57.35,-0.2558,-0.0193,0.2366,1120.1118,0.088062,-360.501085,-360.492639,-360.491695,-360.535345,27.15,-1192.024254017,-1197.389455967,-1203.908646968,-1115.385324829
1394,gdb_1395,CC(CC#C)C#N,6.6472,1.438,1.23912,3.5402,63.46,-0.2807,0.0212,0.3019,916.1111,0.111784,-287.427764,-287.419937,-287.418992,-287.459696,27.602,-1419.0237522401,-1426.5557427671,-1434.260298269,-1328.0650676721
1480,gdb_1481,CC(CO)OC=N,4.7337,1.5545,1.3371,3.3866,59.65,-0.2637,0.0184,0.2822,921.8074,0.135273,-362.909074,-362.900811,-362.899866,-362.94209,28.59,-1447.35578359,-1456.390030663,-1465.280578175,-1343.194309662
1502,gdb_1503,C(CO)C(=O)C#N,6.80956,1.31033,1.11394,3.686,52.1,-0.2876,-0.0886,0.1989,961.0852,0.08802,-360.524672,-360.516949,-360.516005,-360.557263,25.389,-1206.8253088001,-1212.6441997571,-1219.163390758,-1129.139067091
1612,gdb_1613,CC(C#N)N(C)C,3.94854,1.91568,1.64767,4.1669,64.73,-0.2273,0.029,0.2563,833.0949,0.147068,-305.897998,-305.889567,-305.888623,-305.930279,29.885,-1564.810408174,-1574.628413988,-1584.112585014,-1453.70617467
1734,gdb_1735,CC1(CC#C)CO1,5.25213,1.79579,1.6259,1.9521,62.32,-0.2586,0.0478,0.3065,800.8411,0.122385,-308.46712,-308.459489,-308.458545,-308.498736,27.851,-1455.6483150251,-1464.1918500601,-1472.490029076,-1357.8579399741
1825,gdb_1826,N=C1CNC(=O)N1,6.49521,2.26687,1.69974,1.1199,52.81,-0.2524,0.0051,0.2575,676.3686,0.092687,-356.758284,-356.752146,-356.751201,-356.788406,22.247,-1192.543831469,-1199.356696682,-1205.875260174,-1112.948079873
1982,gdb_1983,CC(=O)CC1CN1,5.81495,1.59429,1.35508,2.5275,61.14,-0.2427,-0.0164,0.2263,887.9112,0.135744,-325.766945,-325.759193,-325.758249,-325.799808,27.055,-1494.8444096921,-1504.199941373,-1513.091116394,-1390.842950559
2012,gdb_2013,CCC12CC(C1)O2,5.36199,2.10073,2.00897,1.7381,64.35,-0.2308,0.0933,0.3241,734.8427,0.148106,-309.658574,-309.651808,-309.650863,-309.689207,25.842,-1575.444803197,-1586.3082390051,-1595.791782522,-1463.6666250271
2159,gdb_2160,CC1OCCC1=O,3.43606,3.13588,1.88416,1.7119,56.66,-0.2422,-0.0251,0.2171,692.8027,0.12495,-345.680831,-345.67403,-345.673086,-345.711706,24.719,-1453.0780381611,-1462.141778157,-1470.439957173,-1354.566655269
2254,gdb_2255,NC12CC1OC2=N,4.08646,3.11142,2.09071,1.5596,55.26,-0.2443,0.0186,0.2629,626.2045,0.102641,-340.59595,-340.58981,-340.588866,-340.625606,23.52,-1239.281956807,-1246.982747255,-1254.094934261,-1153.01641205
2381,gdb_2382,CC1OC1C(N)=O,4.43095,1.97361,1.94156,2.5222,53.93,-0.2483,0.0147,0.263,728.9768,0.112699,-361.731511,-361.724219,-361.723275,-361.762752,26.351,-1336.2760229371,-1344.142475761,-1351.847658772,-1244.371682306
2497,gdb_2498,C(=N)N(C=N)C=N,2.94736,2.94701,1.47359,0.0007,61.34,-0.245,-0.0173,0.2278,777.3909,0.103346,-336.823026,-336.816017,-336.815073,-336.854165,24.407,-1220.899080652,-1228.05393827,-1235.166125276,-1135.203941576
2596,gdb_2597,OCC1(CN1)C#N,3.07354,2.82058,1.7439,3.905,54.65,-0.2799,0.0127,0.2926,717.485,0.101807,-340.609236,-340.602142,-340.601198,-340.64059,24.98,-1247.6190413811,-1254.7211882431,-1261.833375249,-1162.419006906
2643,gdb_2644,CC#CC#CC=O,38.60765,0.77693,0.76525,4.6751,78.37,-0.2579,-0.0807,0.1772,1390.2566,0.075774,-306.081547,-306.07355,-306.072606,-306.117159,24.939,-1214.383027196,-1219.1426829611,-1225.068877957,-1145.8421016531
2795,gdb_2796,CC1COC1CO,4.28029,2.04792,1.5593,2.7308,59.76,-0.2454,0.0659,0.3113,818.1751,0.148384,-346.831172,-346.823604,-346.82266,-346.863037,27.262,-1547.075748816,-1557.435294897,-1566.919465923,-1435.814638062
2824,gdb_2825,O=CC1CC1C=O,4.90354,1.6547,1.35555,3.2289,57.35,-0.2574,-0.0419,0.2155,844.5763,0.099929,-344.458268,-344.451318,-344.450374,-344.489721,24.096,-1313.760372508,-1320.953508175,-1328.065695181,-1228.98265159
2901,gdb_2902,C1COC(=N1)C=O,7.34607,1.97023,1.58435,3.9819,52.84,-0.263,-0.0762,0.1868,727.8275,0.09051,-360.526646,-360.520312,-360.519368,-360.557533,21.219,-1208.064011566,-1214.754512524,-1221.273703525,-1129.308494521
3098,gdb_3099,CCC1C(C)C1C,3.46991,1.89212,1.55217,0.0542,74.57,-0.2567,0.0813,0.338,931.1995,0.193921,-274.98231,-274.973411,-274.972467,-275.015306,32.396,-1914.582669756,-1927.662467352,-1939.518622398,-1777.801395481
3107,gdb_3108,C#CC12CC1CC2,5.83421,2.11363,1.83443,0.8024,68.7,-0.2301,0.0401,0.2702,723.9829,0.125016,-271.323089,-271.316622,-271.315678,-271.353031,25.23,-1501.943419009,-1511.218002029,-1519.516181045,-1403.358617564
3224,gdb_3225,CC12CC1C1NC21,5.11332,2.65369,2.29443,1.6661,63.81,-0.2027,0.0828,0.2855,647.7511,0.137174,-288.5546,-288.548456,-288.547512,-288.584003,24.783,-1498.27186385,-1508.637057512,-1517.528232533,-1392.355247249
3372,gdb_3373,OC1C2COCC12,4.06803,2.79182,2.78934,2.1962,55.62,-0.2372,0.0733,0.3105,599.1207,0.127341,-345.636145,-345.630361,-345.629417,-345.665448,22.785,-1425.037170987,-1434.739087636,-1443.037266652,-1325.539343947
3427,gdb_3428,O=C1NCC2OC12,5.06186,2.96878,2.11094,4.0786,49.96,-0.2449,0.0066,0.2514,592.5765,0.091935,-360.527434,-360.521917,-360.520973,-360.556704,20.606,-1208.558488658,-1215.761664469,-1222.28085547,-1128.78828956
3524,gdb_3525,C1OC11C2CC1O2,6.07059,2.58726,2.30006,3.1732,54.07,-0.2454,0.074,0.3194,597.8396,0.101456,-344.343476,-344.338074,-344.33713,-344.372419,21.129,-1241.7273593801,-1249.891878979,-1257.004065985,-1155.374590872
3671,gdb_3672,Cc1cc(n[nH]1)O,7.56568,2.00939,1.60358,2.4854,55.89,-0.2148,0.0292,0.244,736.1172,0.102979,-340.66616,-340.659386,-340.658442,-340.69849,24.122,-1283.339363697,-1290.642313439,-1297.754500445,-1198.751778006
3790,gdb_3791,CNc1cn[nH]n1,7.79974,2.01883,1.63349,1.5447,55.72,-0.2067,0.0068,0.2135,726.3864,0.104677,-336.811744,-336.805321,-336.804376,-336.842191,22.741,-1213.819524114,-1221.342102006,-1228.453661503,-1127.69014881
3893,gdb_3894,c1concc1=O,5.89475,2.78255,1.89027,2.5281,51.32,-0.2544,-0.0708,0.1836,597.6286,0.067759,-359.30132,-359.296137,-359.295193,-359.330338,18.997,-1067.012538546,-1072.648196875,-1077.981395866,-1000.455168952
3900,gdb_3901,c1cc(=O)[nH]nc1,5.79468,2.86349,1.91646,3.0603,55.05,-0.2416,-0.0658,0.1759,604.5075,0.081654,-339.474134,-339.468985,-339.468041,-339.503018,19.353,-1163.183940377,-1169.729486756,-1175.655681752,-1089.804920444
4047,gdb_4048,CC1=CC(=NO)CC1,4.13543,1.39092,1.06117,1.8225,78.45,-0.2109,-0.0193,0.1916,1098.4078,0.141862,-363.852887,-363.84474,-363.843796,-363.885767,29.887,-1644.9257372221,-1654.9225831011,-1664.406126618,-1531.8078273371
4117,gdb_4118,CC1CC(O)C1=NO,2.80884,1.84273,1.23391,1.0848,67.84,-0.2502,-0.0035,0.2467,991.9667,0.140452,-400.945283,-400.936742,-400.935798,-400.978167,31.538,-1566.2292060231,-1575.978185847,-1585.461729364,-1452.857782502
4269,gdb_4270,Cc1nc(=O)nco1,4.13388,1.989,1.35416,5.8927,57.77,-0.2651,-0.0524,0.2127,835.9453,0.084112,-414.714284,-414.70749,-414.706546,-414.746188,23.673,-1273.3563230161,-1279.758169834,-1286.276733326,-1192.489238186
4315,gdb_4316,NC1=NC(=N)OC=C1,3.93756,2.02622,1.33821,5.7651,66.18,-0.217,-0.0372,0.1797,847.7575,0.097315,-394.821424,-394.81461,-394.813666,-394.852382,25.805,-1328.316698781,-1335.594548163,-1342.70610766,-1240.118426304
4407,gdb_4408,NC1=NC=CC(=N)O1,3.84252,2.09431,1.35609,3.5932,66.47,-0.2136,-0.0313,0.1823,838.3941,0.09765,-394.829842,-394.823152,-394.822207,-394.860545,25.519,-1333.599069543,-1340.954730041,-1348.065662029,-1245.240782271
4570,gdb_4571,Cc1cnc(nc1)N,5.79791,1.55933,1.23914,0.7926,71.96,-0.2182,-0.0258,0.1924,949.9109,0.121142,-358.917985,-358.910612,-358.909668,-358.950547,27.066,-1525.242828179,-1533.9476330271,-1542.245184534,-1424.936142038
4666,gdb_4667,c1c(nc(o1)N)C=O,7.30753,1.31151,1.11298,4.5524,59.36,-0.2279,-0.052,0.176,970.8693,0.084738,-414.704009,-414.697162,-414.696217,-414.735084,24.776,-1266.908668041,-1273.277256882,-1279.795192865,-1185.52137825
4763,gdb_4764,CN=c1occ(o1)N,6.78963,1.33713,1.13174,2.5057,62.56,-0.2102,0.0221,0.2323,1016.2523,0.106613,-415.864258,-415.856265,-415.855321,-415.897909,27.635,-1367.1237378681,-1374.550306883,-1382.254862385,-1273.981949489
4857,gdb_4858,COc1cnc(o1)N,5.09612,1.47824,1.20316,2.1879,61.0,-0.1969,0.0336,0.2305,967.648,0.107837,-415.878028,-415.870444,-415.869499,-415.910286,27.079,-1375.764536798,-1383.4477569941,-1391.1516849871,-1281.748628382
4911,gdb_4912,CCc1coc(n1)C,6.47743,1.22691,1.05163,0.9482,70.83,-0.2269,0.015,0.2419,1138.0814,0.14212,-363.915417,-363.907234,-363.906289,-363.948596,29.073,-1684.163874992,-1694.1381305471,-1703.621046555,-1571.2335902981
5077,gdb_5078,Cc1c[nH]c(c1O)C,3.34084,1.91715,1.2369,1.4874,72.54,-0.1761,0.0535,0.2296,976.9494,0.141062,-363.906355,-363.897187,-363.896243,-363.940436,32.117,-1678.477388434,-1687.833547624,-1697.317091141,-1566.113116858
5160,gdb_5161,N=COC1=CC=CO1,7.60172,1.26826,1.113,2.997,63.53,-0.2204,0.0022,0.2226,1003.8999,0.095972,-398.6149,-398.608018,-398.607074,-398.646971,24.489,-1359.596139904,-1366.831946183,-1373.94350568,-1272.45647511
5232,gdb_5233,CCOc1cnco1,7.43693,1.17005,1.04617,2.923,63.96,-0.2219,0.0119,0.2338,1105.2479,0.119096,-399.821575,-399.814019,-399.813075,-399.854881,26.324,-1488.9439425651,-1497.533913266,-1505.831464773,-1389.208289614
5387,gdb_5388,CCc1ncncn1,5.00277,1.57711,1.32549,0.8764,67.56,-0.2661,-0.0474,0.2187,930.0967,0.121407,-358.902931,-358.895903,-358.894959,-358.935059,24.994,-1515.796307693,-1524.717603146,-1533.015154653,-1415.2172826461
5489,gdb_5490,c1cn(c(n1)O)C=O,3.68845,2.04773,1.31672,1.7903,58.04,-0.2309,-0.043,0.1879,834.8714,0.085338,-414.716503,-414.709986,-414.709041,-414.747276,23.881,-1274.748765487,-1281.3244322981,-1287.842368281,-1193.171967978
5590,gdb_5591,COc1ccoc1N,3.3532,1.90248,1.27965,0.7926,64.53,-0.1809,0.0345,0.2154,927.8844,0.118897,-399.803698,-399.795793,-399.794849,-399.836366,28.419,-1477.725964172,-1486.0969342321,-1494.394485739,-1377.5899604791
5664,gdb_5665,c1[nH]c2c(n1)C=CC2,5.1402,2.15679,1.5337,3.8345,68.96,-0.1928,0.0023,0.1951,773.6059,0.111088,-341.623467,-341.617731,-341.616787,-341.653046,22.977,-1489.3769237751,-1498.2210356211,-1505.925591123,-1394.1919660921
5767,gdb_5768,C1NC1C1=CC=CO1,6.10144,1.45864,1.2846,1.7547,69.13,-0.2108,0.0152,0.226,939.1387,0.120961,-362.659004,-362.652391,-362.651447,-362.690291,24.881,-1523.605029689,-1532.7873688861,-1541.084920393,-1422.858459739
5865,gdb_5866,CC(C)(C)CCC#N,3.99485,0.95705,0.94176,4.3006,79.28,-0.3109,0.0387,0.3496,1338.8243,0.186677,-329.16033,-329.150452,-329.149508,-329.194988,36.071,-1973.839599644,-1986.305065929,-1998.160593466,-1835.3515008891
5947,gdb_5948,CC(C)(CC=O)CO,4.04319,1.08637,1.07103,3.2509,71.61,-0.247,-0.0214,0.2256,1185.1394,0.173276,-386.149663,-386.139542,-386.138597,-386.184961,35.834,-1842.741046873,-1854.1648482181,-1865.426752241,-1711.136094339
6027,gdb_6028,CC(C)C(C)(O)C=O,2.43207,1.75664,1.46262,2.8121,70.85,-0.2498,-0.0249,0.2249,1001.2866,0.172595,-386.157331,-386.147143,-386.146198,-386.191962,36.744,-1847.5527858851,-1858.9345441271,-1870.19644815,-1715.529284848
6111,gdb_6112,CC1(C)OC(=N)C1O,2.93699,1.87628,1.51707,1.7327,65.77,-0.2671,0.0159,0.283,908.7037,0.139936,-401.006968,-400.998225,-400.997281,-401.03991,31.859,-1604.937098688,-1614.559321694,-1624.042865211,-1491.602070689
6244,gdb_6245,C#CC(=O)NC(=N)N,4.84211,1.27831,1.01287,0.5242,66.39,-0.2369,-0.0508,0.1861,1071.3356,0.095138,-394.788266,-394.780204,-394.779259,-394.820898,29.285,-1307.509755359,-1314.004473509,-1321.115405497,-1220.361932948
6385,gdb_6386,CC(CO)CC(C)=O,4.48834,0.94953,0.88829,3.7423,71.95,-0.2438,-0.0092,0.2345,1359.9085,0.17348,-386.163763,-386.153518,-386.152574,-386.199537,35.628,-1851.5889237731,-1862.934914002,-1874.197445534,-1720.282665523
